SampleID,Deseq_AHNAK,Deseq_HLA-E,Deseq_RPL3,Deseq_UBC,Deseq_RPS20,Deseq_IQGAP1,Deseq_LCP1,Deseq_RPS24,Deseq_RPL23,Deseq_EEF2,Deseq_SNORD17,Deseq_ANXA6,Deseq_RMRP,Deseq_RPL6,Deseq_PSAP,Deseq_TMSB10,Deseq_EEF1A1,Deseq_RPL32,Deseq_ANXA1,Deseq_LYZ,proteome_HV313,proteome_APOE,proteome_CAPZB,proteome_CLU,proteome_IGHG4,proteome_A2M,proteome_CFHR2,proteome_IL1RAP,proteome_IGHA2,proteome_HPR,proteome_PROZ,proteome_HP,proteome_PLTP,proteome_LV743,proteome_C6,proteome_CD14,proteome_CAMP,proteome_SAA1,proteome_KV320.1,proteome_FCN2,metabolome_nRPLC_463.3428_11,metabolome_nRPLC_437.3271_10.7,metabolome_nRPLC_393.3013_10.7,metabolome_nRPLC_461.3269_10.7,metabolome_nRPLC_445.3323_11,metabolome_nRPLC_507.3686_10.6,metabolome_nRPLC_389.2702_10.4,metabolome_nRPLC_439.3427_10.9,metabolome_nRPLC_445.3324_11.4,metabolome_nRPLC_453.3223_9.8,metabolome_nRPLC_435.3115_10.4,metabolome_nRPLC_399.3268_11.1,metabolome_nRPLC_473.3632_11.4,metabolome_nRPLC_377.2696_10.5,metabolome_nRPLC_351.254_10.3,metabolome_nRPLC_299.2228_9.3,metabolome_nRPLC_313.2385_10.3,metabolome_nRPLC_155.0713_4.9,metabolome_nHILIC_277.2171_1,metabolome_pHILIC_188.128_8,nares_family_Neisseriaceae,nares_order_Neisseriales,nares_class_Betaproteobacteria,nares_genus_unclassified_Neisseriaceae,nares_phylum_Proteobacteria,nares_family_Staphylococcaceae,nares_genus_Staphylococcus,nares_order_Bacillales,gut_genus_unclassified_Porphyromonadaceae,gut_genus_Clostridium.IV,nares_family_Comamonadaceae,gut_genus_Dorea,gut_genus_Ruminococcus,gut_family_Porphyromonadaceae,gut_genus_Erysipelotrichaceae_incertae_sedis,nares_family_Propionibacteriaceae,nares_genus_Propionibacterium,gut_genus_unclassified_Clostridiales_Incertae.Sedis.XIII,IL5,IL2,IL12P40,LEPTIN,PDGFBB,CHEX4,GCSF,MIP1B,IFNB,CD40L,IP10,CHEX1,RESISTIN,label
ZX52KVK-4011,-0.333345694,-0.537674491,-0.390639513,-0.458670675,-0.280107276,0.173600977,0.202259138,0.036718287,-0.261883402,-0.203824576,0.341506195,-0.704004808,0.086039493,-0.024991697,-0.2133024,0.259385026,0.009784794,-0.047942831,-0.816345874,-0.016787374,0.486329871,-0.916710034,0.093639384,1.124110828,1.489140492,0.656694663,-0.409496316,1.246696029,0.079962005,0.04166177,-0.051583645,0.749675754,-1.442935668,0.625036879,-0.544868174,-0.435988983,0.73663888,-0.901075988,-0.188263726,-1.484379092,-0.637853814,-0.629449748,-0.820975466,-0.689424904,-0.53800588,-0.476683743,-0.775162805,-0.661611223,-0.362470433,-0.612619708,-0.839530072,-0.552354723,-0.35135522,-0.836325918,-0.732741743,0.338541333,-0.599995372,2.088714101,0.412243816,-1.551105797,-0.459472735,-0.459472735,-0.370663211,-0.438929604,-0.441291489,1.680853621,1.681553424,1.681368856,-0.382456364,-0.467364421,1.445087937,0.34921287,2.861106355,-0.83211369,-0.456431638,0.828772369,0.820852441,-0.332708467,-0.266933477,-0.298053479,-1.020513674,0.209765893,-0.232065155,0.802860979,0.564335011,-0.134838556,2.289878068,-0.098634716,-0.390421638,-0.974928163,-0.288675753,0
ZX52KVK-6021,-0.007336398,-0.752016134,-0.28323966,-0.39829764,0.13890324,0.10560802,-0.343129683,-0.385530659,-0.809730614,-0.18906585,0.103647742,-0.704004808,-0.653099626,0.062128834,-0.279488523,-0.81184647,-1.045750991,0.239889535,-0.816345874,-0.425555064,1.390325096,-1.281327951,1.233128572,1.291896124,1.25000694,0.02283025,0.471177506,-0.11251773,0.211571114,0.121598886,0.796723623,0.346695204,0.721649556,-0.341143519,-0.117078464,0.853035148,0.492452656,0.575160426,1.004989565,-0.707467685,-0.762007829,-0.749962236,-1.065923885,-0.960010501,-0.474618246,-0.802362645,-0.802700931,-0.880130221,-0.480849294,-0.725971734,-1.104497775,-0.551932459,-0.692399824,-1.197784229,-0.888388202,1.226871336,-1.075218256,0.197323997,-0.241067283,-1.594442348,-0.321536447,-0.321536447,-0.335708214,-0.438064829,-0.097960319,-0.325031874,-0.32489881,-0.305345684,-0.418681357,-0.481046416,-0.428596755,-0.612946543,1.478294968,-0.859224457,-0.456431638,1.685075459,1.686493519,0.449294772,-0.298517296,-0.259473017,-1.097791759,0.05922753,-0.660614946,-0.275382837,-0.24544179,-0.34741706,1.425169242,-0.068424255,-0.270192341,-1.047152777,-0.492542839,0
ZX52KVK-6031,0.968874806,0.341514388,0.198238235,-0.095924471,1.115044893,-0.114828329,0.823381842,-0.371349221,0.204217966,-0.177112903,-0.446283719,0.299139271,-0.339342343,0.498464535,0.967280703,-0.260307487,1.295666384,-0.166689229,0.872554875,0.773877494,0.135591406,0.912624965,0.667032841,0.647877542,1.776898583,0.659165102,0.834497329,-0.331785483,-0.786512912,-0.373882849,0.747635996,0.624037807,0.047451683,0.223399871,-0.367667611,-0.144036753,0.441451126,0.412919184,-2.983161766,-0.240259538,-0.620374406,-0.530208153,-0.936664817,-0.678950098,-0.702901155,-0.607407622,-0.678741882,-0.342630552,-0.532706964,-0.613959282,-0.857813313,-0.650173412,0.510892464,-0.944182559,-1.043737741,-0.627526827,-0.656268517,3.828235535,1.987751858,-1.452672549,-0.434501107,-0.434501107,-0.415060614,-0.407099643,-0.326728671,1.652704514,1.62736993,1.675250832,-0.37444445,-0.48119675,-0.428596755,0.450307465,0.867507013,1.50515851,-0.456431638,-0.034460844,-0.033504777,-0.066946608,-0.172182017,-0.259473017,-0.986167859,-0.083659356,-0.686327933,0.032686823,-0.285930629,0.01332222,1.6815402,0.081117526,0.120552875,-1.09567869,-0.272876054,0
ZY7IW45-05,0.078007337,0.145894062,-0.726951549,-0.885036076,-0.78479483,0.037227637,-0.186008693,0.08820331,-0.809730614,-0.447913172,-0.446283719,-0.704004808,-0.20069508,0.223775444,0.234001002,-0.594702398,-1.045750991,-0.012146815,0.050480677,0.38886786,-0.869157413,-0.897637471,0.322604054,-0.088912666,-0.538265452,1.934150367,-1.024150937,0.268661974,-0.509247961,0.354070998,0.37417251,1.11373916,-0.59612814,0.291654856,-0.307243543,-0.191354891,-1.412739939,0.400601875,0.711025177,-0.475346203,-0.451009764,-0.578355491,-0.25966143,-0.151420549,-0.549229151,0.409241634,-0.168897873,-0.810556706,-0.773782623,-0.47340453,1.665141442,-0.46292679,-0.577748861,-0.051544002,0.564507957,-0.247689651,-0.498253221,2.707847686,-1.20035866,-0.442875767,-0.464352308,-0.464352308,-0.473450003,-0.438929604,-0.537632056,-0.85664323,-0.856660366,-0.86096565,-0.435737694,-0.484136042,-0.428596755,-0.885822764,1.160246533,-1.010133995,0.319907189,-0.702727043,-0.702187743,-0.290557938,-0.223878951,-0.236289106,-0.339556749,2.476745555,2.834377446,1.852205905,0.17885407,-0.339579867,-0.231747982,-0.277162115,0.94794594,-0.169792235,0.422346359,0
ZY7IW45-07,0.502325412,0.379620865,0.058148331,0.23501004,0.541000683,0.717839659,0.680065522,-0.07697543,-0.809730614,-0.159514554,0.200993345,0.024281556,-0.193182942,-0.640252789,0.316473768,0.182256058,0.27335064,0.200090497,0.013044641,0.926558348,-0.236361727,-0.891271818,1.276466632,1.588180661,-0.710918654,1.845232331,-0.582736366,0.338055122,-0.688368576,-1.387525307,0.342098904,0.406815622,1.217218958,0.557636061,-0.47103644,0.126034706,0.24558769,0.001315288,0.527389592,1.00401517,-0.979772482,-0.994987058,-1.204931075,-1.105454831,-0.950542569,-0.94311505,-0.945949818,-1.059959957,-1.009890265,-0.890874542,-0.775017867,-0.772427104,-1.01350833,-1.158865837,-1.015291485,-0.387309456,-0.584146301,3.177941016,-0.249172187,-0.926736155,-0.465623415,-0.465623415,-0.479102439,-0.438929604,-0.545021773,-0.215731215,-0.215567269,-0.223630589,-0.435737694,-0.496594993,-0.428596755,1.104340971,-0.088770118,-0.435300489,0.318203392,-0.359486844,-0.358618102,-0.417286832,-0.51074826,-0.333731021,-0.793857054,2.148192728,1.590203917,-0.483982419,-0.367577878,-0.526034112,-0.1939842,-0.237003452,-0.134514333,0.630130572,0.126310971,0
ZY7IW45-09,-0.259874796,-0.095940526,-0.705974058,0.298765765,-0.054082986,-0.302171716,-0.02868005,-0.115272111,-0.334277866,-0.531733205,-0.446283719,-0.233618421,-0.388753562,-0.640252789,-0.676431984,-0.560408312,-0.099671234,-0.357096092,0.346620524,0.16183862,-1.003760651,-0.543626652,-0.278827447,-0.469055605,-0.36498583,1.75091132,0.682854386,0.626930845,-0.816309083,-1.190444765,0.354797785,1.062505258,-0.973294599,-0.214050647,-0.328458203,-0.581680246,0.021764819,-0.110119509,0.050955828,0.639338577,-0.454052498,-0.54395388,-0.6856723,-0.474611921,-0.443149014,-0.512695769,-0.551122897,-0.481924217,-0.693982192,-0.640399482,0.073402184,-0.493277313,-0.804285014,-0.837384934,-0.332418382,-0.357260145,1.341361783,1.120652332,-1.009805125,-0.105314816,-0.324846935,-0.324846935,-0.339002786,-0.437665757,-0.389919213,-0.256312936,-0.256160456,-0.243458215,-0.435737694,-0.2157978,-0.428596755,0.591147288,6.422137064,-0.777540426,-0.116298165,-0.060865764,-0.062975208,-0.07015088,-0.280718828,-0.327828353,-0.469433864,0.568433697,-0.032733747,0.439331802,0.047554606,-0.411110373,-0.166289622,-0.206330522,0.328466341,-0.164028066,-0.438105702,0
ZY9XQJP-01,0.226632988,-0.769618708,-0.476705177,-0.064915402,-0.428029809,0.045213377,0.022051986,-0.732907742,-0.146364171,-0.324455067,-0.446283719,0.485708073,-0.980940764,0.104742447,0.215354962,-0.850114104,-0.079877798,-1.041273562,-0.380007512,0.243916806,-0.856667186,-0.410510792,1.599820626,1.204027861,-0.017846416,1.862167407,0.172755592,0.893496056,-0.371549041,-0.176456937,-1.987841266,1.478058537,3.039058388,0.514640778,0.357617647,0.90024065,-1.182632209,-0.020266822,-1.667434112,2.035046981,-1.101549805,-1.098872795,-1.194866358,-1.114872376,-0.798147998,-1.00147933,-0.963508705,-1.074311873,-0.973630915,-0.98531299,-1.24595594,-0.707110037,-1.12437884,-1.214202576,-1.040329477,-0.637974627,-0.700139345,1.917486466,-1.351224485,-0.320518612,-0.466311699,-0.466311699,-0.479151691,-0.438929604,-0.543058925,0.169991868,0.170264796,0.160210176,-0.435737694,0.898385927,-0.428596755,3.56559432,2.471189811,-0.978474243,0.870816695,-0.840316215,-0.839576659,-0.330351365,-0.399091619,-0.393647328,-0.518873497,1.087465709,-0.023528919,-0.23489966,-0.48981322,-0.988346985,-0.377180391,-0.561357264,-0.349927098,-0.185071445,-0.736616862,0
ZY9XQJP-05,0.066074211,-0.162600096,-0.08139217,-0.277568589,-0.065737232,-0.975341387,-0.174091947,0.206430528,-0.809730614,0.022420575,-0.446283719,-0.704004808,-0.369479213,0.236345334,-0.334120254,-0.255898794,0.331956463,-1.041273562,0.544199354,0.082339209,-0.534943456,0.529804034,0.095666491,2.26245377,-1.174625069,0.725044326,-0.213840137,1.054267689,0.425561476,0.063808565,0.333023257,1.34314046,-0.104807499,-1.390726584,1.01010676,0.868522391,-1.75688613,0.604969936,1.189373133,-0.173931881,-0.885323618,-0.712103029,-0.514271194,-0.79816048,-0.925411752,-0.602215205,-0.694227761,-0.949349733,-1.030653409,-0.742942061,-0.522415864,-0.607626456,-0.896172145,-0.362909445,-0.626074151,-0.181184545,0.201594907,0.075082832,-0.240533627,2.399688059,-0.460415033,-0.460415033,-0.473185554,-0.433766883,-0.530551387,0.120115456,0.120374291,0.110536603,-0.408368203,-0.505463245,-0.322345015,-0.203961926,-0.260614493,0.206835285,-0.392027028,-0.655246606,-0.654457327,-0.305532468,0.571565261,-0.196190402,1.256833315,0.342105273,2.024545184,0.776447537,0.799869562,2.221795399,-0.460473384,-0.356332595,0.513482733,-0.894700787,-0.32014982,0
ZY9XQJP-06,0.189005846,0.243303881,-0.09445841,-0.102799618,0.141136319,0.107941825,0.05751634,-0.150623312,0.195383924,-0.618820169,-0.446283719,-0.704004808,-0.349127501,-0.640252789,0.041340407,-0.087458685,-0.124494828,-0.174309058,-0.109674702,0.34491836,-1.327660632,0.012633494,-0.230732702,0.770196989,-1.479335986,-0.336668156,-0.07548965,1.121555295,-0.373104008,-0.23205511,0.75498784,0.7571653,-0.052883392,-1.31633274,0.433567704,1.009018094,-0.340519435,0.562248368,-1.871720992,-0.38597696,-1.034643698,-0.888998668,-0.840127484,-1.189175569,-0.898364568,-1.050012186,-0.950310039,-1.073739653,-1.003134723,-1.076897231,-0.454496507,-0.601496415,-1.022163529,-1.092106369,-1.103493831,-0.663494986,0.161391232,-0.301089762,-0.793795173,2.29506843,-0.463846984,-0.463846984,-0.476244389,-0.438655407,-0.480357168,-0.289743749,-0.289600715,-0.296577969,-0.417397634,0.60229606,-0.389082737,0.268047236,-0.441573979,-0.462958482,-0.406081747,-0.742026976,-0.741261013,-0.067858945,-0.13867148,-0.485793893,0.597638211,-0.781375968,-0.276661674,-0.572015391,0.283996449,1.514975057,-0.460473384,-0.316375711,-0.391041852,-0.553330497,-0.751102672,0
ZY9XQJP-07,-0.146875284,0.025577615,-0.333665419,0.292357917,-0.78479483,-0.307095687,-0.166818529,0.466887259,-0.022332013,-0.427034136,-0.446283719,-0.704004808,-0.176924306,-0.640252789,-0.326837817,0.341504166,-0.324046362,0.263650017,0.070807906,-0.812038726,-0.776191599,0.19759989,0.283770599,2.163299989,-1.360362779,0.518596353,-0.219215118,1.424553308,0.085712736,-0.021892914,0.359376037,1.258705279,-0.488799989,-1.409238399,0.727309043,1.077505838,0.052097964,0.574696885,-1.175515227,-0.447313801,-0.913252112,-0.813737393,-0.319427048,-0.928629138,-0.809424658,-0.884280688,-0.806481542,-0.934225603,-0.789979415,-0.929216919,0.121498627,-0.495418688,-0.758771243,-0.860023027,-0.324784829,-0.37778411,0.429524973,-0.498846474,-0.040884386,1.6262642,-0.462254464,-0.462254464,-0.475749685,-0.436493779,-0.508700164,-0.627116692,-0.627068978,-0.634313956,-0.200377484,-0.497223469,-0.428596755,-0.073335586,-0.526759435,-0.22971138,-0.424105863,-0.883382663,-0.882654678,-0.193073747,0.524216144,-0.301500762,1.520511357,0.30383981,3.22117275,0.102216071,0.412964727,1.379501159,-0.44097928,-0.290174476,0.462089291,-0.782469459,0.126840894,0
ZY9XQJP-09,-1.591492673,-2.238209519,-1.403831139,-0.885036076,-0.78479483,-0.975341387,-1.170449183,-2.123907921,-0.809730614,-1.654272124,-0.446283719,-0.704004808,-2.311530574,-0.640252789,-1.331712948,-2.231634468,-1.045750991,-1.041273562,-0.816345874,-1.437829193,-0.116767052,0.465373797,0.052997383,2.79052572,-1.778843712,1.094048718,-0.153544427,0.841085558,0.197099149,-0.354455115,-0.035013662,1.276890036,-0.433410471,-1.613701287,0.758021586,0.960685201,-0.503614599,0.900466636,1.041519186,-0.380410777,-0.738178627,-0.618232697,-0.281806139,-0.868578262,-0.668315451,-0.653279749,-0.554777207,-0.717377712,-0.936557977,-0.809477314,0.453925396,-0.483319202,-0.722273177,-0.825452655,-0.691006072,-0.700464118,1.261836025,-0.512056271,-0.279502325,1.196867302,-0.459120372,-0.459120372,-0.465026614,-0.432633366,-0.489942134,-0.633694153,-0.633860555,-0.640829592,-0.295809599,-0.493975702,-0.428596755,3.282778482,-0.044638828,0.49580733,-0.338231186,-0.69402078,-0.693241919,-0.31468357,0.240121448,-0.25542748,1.924268358,0.539961291,2.337509317,0.776447537,0.498943579,0.970134378,-0.439207088,-0.317685773,-0.103238576,-0.489031297,-0.227544105,0
ZY9XQJP-10,-1.016498281,-0.973380276,-0.892171745,-0.885036076,-0.78479483,-0.175271228,-0.392604472,-0.963814404,-0.809730614,-0.370904851,-0.446283719,-0.128637936,-0.583935276,-0.640252789,-0.335934303,-2.231634468,-0.181676089,-1.041273562,-0.816345874,-0.47985774,-1.560993963,1.019828627,0.006399751,0.303418632,-1.259320565,0.487166172,0.643014637,1.169057276,-0.379629077,-0.531554371,0.528969493,1.117296182,0.179355203,-2.064126927,0.7700888,0.532847498,-1.498234494,0.787198129,0.739482482,-0.053309692,-0.90943208,-0.715097995,-0.599334095,-0.858664217,-1.121168372,-0.816284879,-0.664787797,-0.728884146,-1.120346627,-0.900122812,-0.160452431,-0.824728908,-0.486300724,-0.895252291,-0.925378475,-0.606017701,0.282744228,-0.281419812,0.447492783,0.062447216,-0.459799821,-0.459799821,-0.468732317,-0.435096758,-0.471158966,-0.134831797,-0.134644994,-0.141973858,-0.201519298,-0.26546229,-0.207659212,0.820921679,0.238631904,0.014037195,-0.299599688,-0.576225636,-0.576249897,-0.308444182,0.145423216,-0.36073784,1.265073254,0.468326894,2.227051387,0.439331802,0.241007023,0.590218445,-0.469334341,-0.269213487,0.040663064,0.378423357,-0.125626083,0
ZYXQKWY-04,0.114704483,0.284369923,0.358615855,0.078014591,0.355165601,0.252184975,0.640552706,-0.099135958,0.427716472,0.126228018,-0.446283719,0.25646984,0.242912108,0.450028402,0.871912576,0.502813437,0.437488147,0.354555018,0.277466398,0.682130253,1.480622536,1.020539601,0.97067648,1.251087692,0.094683242,-0.24331704,-1.150865823,-1.607847234,0.617983261,-0.167285826,-1.830506627,0.545107194,-0.205065795,0.714990128,-0.070043204,0.168136255,0.022015599,0.641398269,0.117654982,0.193612924,0.162868726,0.369001431,-0.193926113,0.221312876,0.147086,0.148172064,0.012850101,0.198297665,0.631715578,0.675748566,-0.036307696,-0.127124732,0.192826684,-0.251646391,-0.052766318,-0.388505009,0.828308833,-0.312202595,0.893619189,0.018856719,-0.318896874,-0.318896874,-0.333081332,-0.297060028,-0.423359257,0.335422359,0.335742027,0.329029964,-0.435737694,-0.507723136,-0.428596755,-0.196599292,-0.318624133,-0.884741913,-0.456431638,-0.29808108,-0.29719584,-0.222179797,-0.29292891,-0.306878821,-0.820113711,1.540851574,-0.336854787,0.52769451,0.16666209,-0.080582511,-0.340558979,-0.234984775,0.264936955,0.013867386,1.120263293,0
ZYXQKWY-05,-0.230448851,-0.359854711,-1.403831139,-0.076123861,0.172712339,-0.093236093,0.852925245,-0.339483894,-0.809730614,-1.654272124,-0.446283719,0.324310444,0.008245744,-0.640252789,0.19996645,-0.769340407,-1.045750991,-1.041273562,1.272601958,0.228548926,1.019063863,0.389229921,-0.141049089,0.693785472,-0.514255075,-1.151052356,-0.639290438,-1.099555149,0.059268156,-0.29053077,-0.846992494,-0.032318317,-0.422440472,0.153995573,-1.079122482,0.359574473,0.650210808,1.035587783,-2.489821983,0.16492219,0.501609062,0.505833166,0.301462506,0.645714462,0.553145577,0.357394736,0.0091716,0.176978029,1.354808245,0.01466299,-0.117361567,0.04206504,0.770154116,0.076722106,0.531902172,-0.610166491,0.996767091,-0.111755832,0.976538053,0.424267054,-0.344534506,-0.344534506,-0.348419307,-0.325449731,-0.440719656,0.530177298,0.53033249,0.520057554,-0.435737694,-0.500122875,-0.428596755,-0.178227566,0.498690846,-0.76905572,-0.456431638,-0.613446465,-0.612983594,-0.327162345,-0.29292891,-0.203862647,-1.231292957,1.46423616,-0.7582258,0.897539352,0.000133451,0.594716412,-0.358871395,0.105997326,1.556628284,0.373124578,0.827796902,0
ZYXQKWY-06,-0.085198687,-0.199149448,-0.369425861,-0.296727142,-0.088415159,0.270376272,0.040663219,-0.172689284,-0.053798241,0.097663493,-0.446283719,0.043872451,-0.218589658,0.208698831,-0.360416522,0.290171261,-1.045750991,-1.041273562,-0.816345874,0.173430351,-0.682897134,-0.427331938,0.15465301,-2.314289138,-2.026833995,-3.118501967,-0.017361018,-0.595700742,-0.06450382,-2.348203809,-0.783910979,-0.134796989,-1.097562802,0.016529632,1.418276837,-1.945824034,-0.819912928,-0.59010314,-0.051299765,1.011854804,0.525855361,0.567947707,0.038223353,0.53568887,0.449530645,0.818636326,-0.006515406,0.268446003,0.971164042,0.197034443,0.016682941,0.200717673,0.850284552,-0.049807209,0.082695597,-0.664118581,0.419581657,-0.469297554,2.178654343,0.202738943,-0.349147702,-0.349147702,-0.363186719,-0.322909142,-0.452371184,1.096696123,1.096944193,1.083703545,-0.435737694,-0.495838504,-0.428596755,-0.608621168,-0.564013057,-0.126272923,-0.456431638,-0.530755269,-0.529932542,-0.325359855,-0.29292891,-0.1383069,-0.96051638,1.485286435,-0.366252765,0.157849668,-0.27741428,-0.220046419,-0.368027603,-0.225072504,0.068375232,0.463213555,1.030984079,0
ZYXQKWY-07,-2.500310919,-1.461512428,-0.641055561,-0.885036076,-0.78479483,-0.975341387,-1.170449183,0.592717157,-0.809730614,-1.654272124,-0.446283719,-0.704004808,-0.13236943,-0.640252789,-0.61547415,0.216253937,-0.251096852,-0.293450146,-0.816345874,-1.437829193,1.383401101,0.706512333,-1.471075193,0.200186498,0.322751693,-0.555425161,0.182423189,0.364554647,0.442417034,-2.751265037,-0.638552166,0.385352755,1.049161339,-0.69524177,-1.018885416,1.18998737,-2.159414977,0.441471527,1.573526195,-0.901359637,0.005778511,0.223925189,-0.330989119,0.033669967,-0.234592825,0.282877914,0.022434401,0.179621346,0.173972532,0.298774668,0.094589183,-0.334716913,-0.17497607,-0.400077609,-0.071468257,-0.567987257,0.481609394,-0.390487451,-0.328058937,-0.696475997,0.186722532,0.186722532,0.171369901,0.214502264,-0.028801883,-0.086466672,-0.086266204,-0.093355014,-0.435737694,-0.503780295,-0.428596755,-0.381729111,-0.294036951,-0.07175776,-0.366493662,0.19783931,0.19885779,-0.354892956,-0.048374655,-0.1383069,-0.81509933,1.809005523,-0.523041978,0.712616933,0.277681182,-0.13196395,-0.358871395,-0.217142688,0.026254862,-0.094898577,1.107948919,0
ZYXQKWY-08,-0.410023718,-0.31326452,-0.34764386,-0.154667488,-0.251891751,-0.975341387,-0.179927893,-0.346360566,0.596877275,-0.892983989,-0.446283719,-0.704004808,0.011293719,-0.640252789,-0.853821087,0.164103488,-0.515538516,0.172000214,-0.164583391,0.11851928,0.058356763,0.666258682,1.658724748,-0.706045253,0.272112093,-1.811903714,0.189947221,0.471595955,0.64965218,-0.379980493,-0.749871668,0.483810761,-0.248022371,-1.124558004,0.135757865,-0.386781259,0.527417558,0.780623767,1.102839477,0.196403558,-0.016402463,0.149675201,-0.296889616,0.022631211,-0.06064149,0.018742425,-0.300790721,-0.144085019,0.415459008,0.04558341,-0.568096743,-0.39611633,-0.440562761,-0.751845118,-0.669090273,-0.368852692,0.222822393,-0.27762956,-0.470157913,-0.057309586,-0.459450033,-0.459450033,-0.472958737,-0.438929604,-0.539738915,2.281424068,2.282293555,2.264980111,-0.435737694,-0.503439558,-0.428596755,-0.425487368,1.865427801,-0.884840363,-0.287845733,-1.068002168,-1.068154529,-0.417286832,-0.354067473,-0.203862647,-0.684725423,2.27059443,-0.856219059,0.157849668,-0.27741428,-0.275097961,-0.346663118,0.066348244,0.293017203,-0.896910075,2.633905143,0
ZYXQKWY-09,-1.078165932,-0.551677772,-1.403831139,-0.885036076,-0.78479483,0.161991345,-1.170449183,-0.834112766,-0.809730614,0.153517059,-0.446283719,-0.704004808,-0.591038455,-0.640252789,-1.331712948,0.141880563,-1.045750991,0.114657053,-0.816345874,-1.437829193,0.294757566,0.542237359,-0.226844678,-0.352302642,0.07448674,-1.804984961,-0.17452472,0.287739866,0.255555287,-0.149032793,-1.233460387,0.319586501,0.052098862,-1.048864351,0.194586906,-0.193467709,-1.307581144,0.426178662,0.774589416,0.048505347,-0.460338526,-0.343102174,-0.709921651,-0.330674896,-0.357947824,-0.275785976,-0.369183079,-0.600202361,-0.135609126,-0.240508799,-0.473016586,-0.359230593,-0.534691989,-0.783861897,-0.687155419,-0.752720938,0.2502845,-0.409984109,0.318860897,-0.108246162,-0.45753369,-0.45753369,-0.470728055,-0.433074035,-0.536648838,-0.206819425,-0.206652961,-0.215412457,-0.435737694,-0.502679593,-0.381682119,0.019568782,-0.157421761,-0.59896472,-0.334082379,-0.432680685,-0.431831609,-0.417286832,-0.219562633,-0.241323074,-0.434006371,2.24025169,0.015920946,0.157849668,0.111152544,0.279087568,-0.264257247,0.230891933,1.023103605,-0.412407242,2.649298112,0
ZJTKAE3-04,-1.368171507,0.091176626,-1.349188444,-0.817122453,-0.898327548,-1.155201118,-1.347550607,-0.579600661,-0.841595957,-0.242695291,-0.362334683,-0.603665841,0.002884749,-0.545312059,-1.43718088,0.256738351,-0.906019276,-1.387562598,-0.891867016,-1.261133479,-0.795852064,0.252051171,0.267208105,0.338606969,0.305751317,1.830079769,-0.821847257,0.250991294,-0.379972114,-1.798049748,-0.742564352,-0.340442477,0.746291107,-1.267744228,1.11908396,0.370919118,-1.022668349,0.437159911,0.523976451,0.298378575,-0.801392156,-1.038666896,-0.383279969,-0.753749538,-0.727968962,-0.751773051,-0.285144775,-1.042709011,-0.578729284,-0.784762319,-0.284418677,-0.838659347,-0.466652915,-0.136644336,-0.505027665,-0.078052833,-0.854035673,1.464530133,2.00438642,1.013537544,-0.431605134,-0.431605134,-0.410074386,-0.597874217,-0.784392215,0.289334981,0.289443326,0.290516507,-0.401346796,-0.522164356,-0.039441762,3.702580498,-0.489262311,-0.578323374,0.447717481,-0.218209278,-0.21905858,3.608536019,-0.305202546,-0.819062333,-0.017175085,0.941244686,-0.427224774,-1.249757695,-0.65530983,-0.968258244,-1.084995683,-1.780583896,0.002566847,-0.870176518,-0.979738426,1
ZJTKAE3-06,-0.820513092,-1.928508851,-0.111554638,-0.250368449,-0.898327548,-0.502816573,-0.66118917,0.24056894,0.548508699,-0.192593205,-0.362334683,-0.603665841,0.054831762,0.628548377,-0.78585154,-0.841356439,-0.906019276,-0.147448906,-0.891867016,-1.261133479,-0.806772279,0.018997611,0.263063433,-0.392593538,0.304333007,1.459998906,-1.247247057,-0.238503698,-0.73386657,-1.189362391,-1.852273793,-0.775494894,0.794205475,-0.934104162,0.516151798,0.462712644,1.185953596,0.275809405,0.210415037,0.374311863,-0.61260572,-0.688424046,-0.368766472,-0.465583974,-0.625461207,-0.71422279,-0.592308495,-0.267690821,-0.525135629,-0.894121288,-0.848804903,-0.754498475,0.135987305,-0.476947766,-1.020427184,-0.116410055,-0.326018131,2.602824836,-0.758648389,1.04977412,-0.614010842,-0.614010842,-0.555012894,-0.597874217,-0.873021106,-0.77975845,-0.77971964,-0.787029565,-0.399269147,-0.299892758,-0.371119911,0.343156331,-0.245714346,-0.425447973,-0.62825172,-0.162188268,-0.162037936,0.020504166,-0.441036083,-1.645829751,0.056145575,0.842563694,-0.639342724,-0.42466781,-0.624518252,-0.638562771,-1.051236192,-0.732887848,0.126744067,-1.406704151,-0.82786411,1
